"","GEOID","NAME","populationE","med_ageE","bachelor_degree_25E","med_hh_incomeE","whiteE","blackE","asianE","hispanicE"
"267","360050215021","Block Group 1, Census Tract 215.02, Bronx County, New York",1236,31.1,101,26548,0,357,0,879
"268","360050215024","Block Group 4, Census Tract 215.02, Bronx County, New York",813,34.1,76,NA,0,256,0,628
"269","360050230002","Block Group 2, Census Tract 230, Bronx County, New York",1279,30.9,204,47679,546,110,167,533
"270","360050253002","Block Group 2, Census Tract 253, Bronx County, New York",1493,30.3,102,28162,82,491,160,821
"271","360050255003","Block Group 3, Census Tract 255, Bronx County, New York",1711,44.7,156,43875,290,325,0,1320
"272","360050264003","Block Group 3, Census Tract 264, Bronx County, New York",1245,40.5,162,56821,776,0,131,663
"273","360050264001","Block Group 1, Census Tract 264, Bronx County, New York",1692,36.8,427,64410,670,265,126,768
"274","360050264002","Block Group 2, Census Tract 264, Bronx County, New York",1014,44.2,195,83750,507,0,100,618
"275","360050243003","Block Group 3, Census Tract 243, Bronx County, New York",934,40.2,33,23490,72,288,18,714
"276","360050044003","Block Group 3, Census Tract 44, Bronx County, New York",1679,32,120,17500,300,457,81,988
"277","360050044002","Block Group 2, Census Tract 44, Bronx County, New York",391,38.5,0,37656,81,87,0,324
"278","360050002002","Block Group 2, Census Tract 2, Bronx County, New York",1703,44.6,311,58661,755,293,0,1327
"279","360050035001","Block Group 1, Census Tract 35, Bronx County, New York",695,34.3,19,28646,105,306,0,448
"280","360050035002","Block Group 2, Census Tract 35, Bronx County, New York",1817,28.4,193,27578,244,884,0,933
"281","360050040011","Block Group 1, Census Tract 40.01, Bronx County, New York",1485,39.7,150,53846,450,163,175,952
"282","360050098002","Block Group 2, Census Tract 98, Bronx County, New York",827,50,204,122946,199,389,35,372
"283","360050098001","Block Group 1, Census Tract 98, Bronx County, New York",686,37.6,125,103625,223,291,34,566
"284","360050098003","Block Group 3, Census Tract 98, Bronx County, New York",1104,41,234,77321,619,150,9,942
"285","360050098004","Block Group 4, Census Tract 98, Bronx County, New York",1059,34.1,116,63066,808,52,160,769
"286","360050125001","Block Group 1, Census Tract 125, Bronx County, New York",3013,26.5,326,31012,320,909,51,2069
"287","360050125002","Block Group 2, Census Tract 125, Bronx County, New York",1182,38.6,179,38173,63,546,68,526
"288","360050149001","Block Group 1, Census Tract 149, Bronx County, New York",1217,46.4,21,21063,127,502,0,703
"289","360050149003","Block Group 3, Census Tract 149, Bronx County, New York",2154,27.9,171,34233,259,802,0,1362
"290","360050149002","Block Group 2, Census Tract 149, Bronx County, New York",1398,28.5,152,40060,251,448,0,951
"291","360050197003","Block Group 3, Census Tract 197, Bronx County, New York",2186,23.8,17,35982,531,76,343,1805
"292","360050197002","Block Group 2, Census Tract 197, Bronx County, New York",1788,31.7,43,33171,250,223,83,1568
"293","360050197004","Block Group 4, Census Tract 197, Bronx County, New York",660,37.8,50,NA,0,435,44,386
"294","360050358001","Block Group 1, Census Tract 358, Bronx County, New York",794,48.9,199,NA,57,720,0,57
"295","360050371004","Block Group 4, Census Tract 371, Bronx County, New York",824,34.8,69,39441,274,201,0,563
"296","360050371002","Block Group 2, Census Tract 371, Bronx County, New York",982,39.1,162,31075,143,642,18,296
"297","360050371001","Block Group 1, Census Tract 371, Bronx County, New York",1265,29.7,160,45714,438,277,0,1097
"298","360050385003","Block Group 3, Census Tract 385, Bronx County, New York",1034,26.3,0,17788,47,266,0,791
"299","360050385002","Block Group 2, Census Tract 385, Bronx County, New York",493,31.6,19,44417,31,63,0,442
"300","360050385004","Block Group 4, Census Tract 385, Bronx County, New York",1842,28.5,59,18019,230,754,0,1183
"301","360050421003","Block Group 3, Census Tract 421, Bronx County, New York",559,38.3,48,14050,162,35,0,460
"302","360050451011","Block Group 1, Census Tract 451.01, Bronx County, New York",658,45.5,250,92652,579,16,45,87
"303","360050118001","Block Group 1, Census Tract 118, Bronx County, New York",2600,21.7,167,75417,1965,154,181,515
"304","360050118002","Block Group 2, Census Tract 118, Bronx County, New York",1159,50.8,342,85962,1032,0,9,174
"305","360050426003","Block Group 3, Census Tract 426, Bronx County, New York",1142,43.8,237,118318,148,761,233,65
"306","360050426004","Block Group 4, Census Tract 426, Bronx County, New York",998,45.8,305,127563,0,776,222,34
"307","360050460001","Block Group 1, Census Tract 460, Bronx County, New York",2493,34,145,27831,251,1794,28,899
"308","360050460002","Block Group 2, Census Tract 460, Bronx County, New York",697,42.6,96,66500,0,603,0,111
"309","360050118003","Block Group 3, Census Tract 118, Bronx County, New York",1641,38.1,243,90256,952,139,101,726
"310","360050204001","Block Group 1, Census Tract 204, Bronx County, New York",811,33.6,169,55729,264,55,145,536
"311","360050043003","Block Group 3, Census Tract 43, Bronx County, New York",1441,21.4,36,20000,156,562,0,1004
"312","360050043001","Block Group 1, Census Tract 43, Bronx County, New York",1618,32.1,106,30775,394,339,0,1380
"313","360050052002","Block Group 2, Census Tract 52, Bronx County, New York",1462,32.6,122,17412,181,285,0,1199
"314","360050052001","Block Group 1, Census Tract 52, Bronx County, New York",629,29.3,30,22155,130,220,9,420
"315","360050064001","Block Group 1, Census Tract 64, Bronx County, New York",1790,38.9,226,50975,203,620,101,972
"316","360050078002","Block Group 2, Census Tract 78, Bronx County, New York",3073,27.3,219,44329,440,629,474,2025
"317","360050131003","Block Group 3, Census Tract 131, Bronx County, New York",1901,27.4,142,20926,206,847,8,1179
"318","360050078001","Block Group 1, Census Tract 78, Bronx County, New York",1634,30.5,360,110439,554,858,68,696
"319","360050085004","Block Group 4, Census Tract 85, Bronx County, New York",459,36.4,26,25313,46,67,0,427
"320","360050085002","Block Group 2, Census Tract 85, Bronx County, New York",2264,34.1,252,28266,106,793,0,1528
"321","360050131001","Block Group 1, Census Tract 131, Bronx County, New York",1437,25.6,105,29036,218,513,0,1028
"322","360050220001","Block Group 1, Census Tract 220, Bronx County, New York",2243,30.7,105,32222,240,545,175,1538
"323","360050227021","Block Group 1, Census Tract 227.02, Bronx County, New York",1617,32.9,269,30337,250,394,92,1120
"324","360050235011","Block Group 1, Census Tract 235.01, Bronx County, New York",1285,36.5,76,32596,335,23,0,1254
"325","360050016001","Block Group 1, Census Tract 16, Bronx County, New York",3192,28.7,263,33185,1147,1533,13,1759
"326","360050044004","Block Group 4, Census Tract 44, Bronx County, New York",1408,27.2,101,22480,118,630,0,789
"327","360050048002","Block Group 2, Census Tract 48, Bronx County, New York",2502,32.3,125,31389,345,403,0,2004
"328","360050059021","Block Group 1, Census Tract 59.02, Bronx County, New York",757,36.9,135,41741,136,127,10,456
"329","360050083004","Block Group 4, Census Tract 83, Bronx County, New York",1576,30.3,154,38036,281,492,14,1114
"330","360050083001","Block Group 1, Census Tract 83, Bronx County, New York",871,32.3,53,26932,154,68,0,789
"331","360050083003","Block Group 3, Census Tract 83, Bronx County, New York",1692,34,379,37841,201,363,348,979
"332","360050067003","Block Group 3, Census Tract 67, Bronx County, New York",1330,20.4,0,15601,83,899,0,481
"333","360050067001","Block Group 1, Census Tract 67, Bronx County, New York",948,41.8,0,18900,0,47,0,901
"334","360050067002","Block Group 2, Census Tract 67, Bronx County, New York",2091,28.9,124,27625,102,317,0,1727
"335","360050232001","Block Group 1, Census Tract 232, Bronx County, New York",1219,40.2,235,52895,580,50,52,633
"336","360050046001","Block Group 1, Census Tract 46, Bronx County, New York",1817,34.1,214,32750,817,655,0,1066
"337","360050351001","Block Group 1, Census Tract 351, Bronx County, New York",1512,20,173,111429,1285,52,82,119
"338","360050351002","Block Group 2, Census Tract 351, Bronx County, New York",1131,40.8,470,86088,831,122,22,604
"339","360050367002","Block Group 2, Census Tract 367, Bronx County, New York",1382,26.4,47,23017,182,418,79,878
"340","360050367001","Block Group 1, Census Tract 367, Bronx County, New York",1058,25.8,115,54766,170,297,0,787
"341","360050381001","Block Group 1, Census Tract 381, Bronx County, New York",634,34.1,0,NA,0,350,0,400
"342","360050381002","Block Group 2, Census Tract 381, Bronx County, New York",1368,37.6,179,52917,306,531,0,931
"343","360050381003","Block Group 3, Census Tract 381, Bronx County, New York",772,35.7,0,39050,236,13,0,759
"344","360050388001","Block Group 1, Census Tract 388, Bronx County, New York",1106,35.7,141,55547,123,825,0,281
"345","360050388002","Block Group 2, Census Tract 388, Bronx County, New York",1674,44.3,199,62857,94,1172,46,424
"346","360050397001","Block Group 1, Census Tract 397, Bronx County, New York",3214,19.8,67,20729,2541,121,240,532
"347","360050399011","Block Group 1, Census Tract 399.01, Bronx County, New York",1187,32,40,30921,108,278,0,916
"348","360050399012","Block Group 2, Census Tract 399.01, Bronx County, New York",722,29.9,26,33512,163,53,0,661
"349","360050409001","Block Group 1, Census Tract 409, Bronx County, New York",370,49.4,135,63750,304,0,27,77
"350","360050420003","Block Group 3, Census Tract 420, Bronx County, New York",1174,29.3,98,60682,180,817,18,361
"351","360050420001","Block Group 1, Census Tract 420, Bronx County, New York",1013,35.3,135,39063,182,451,72,411
"352","360050442001","Block Group 1, Census Tract 442, Bronx County, New York",741,31.9,105,NA,82,603,0,222
"353","360050087003","Block Group 3, Census Tract 87, Bronx County, New York",774,32.4,14,27083,63,156,0,635
"354","360050087004","Block Group 4, Census Tract 87, Bronx County, New York",870,39.4,77,21818,132,154,0,632
"355","360050087005","Block Group 5, Census Tract 87, Bronx County, New York",1423,27,97,14958,135,408,0,1005
"356","360050110001","Block Group 1, Census Tract 110, Bronx County, New York",0,NA,0,NA,0,0,0,0
"357","360050129011","Block Group 1, Census Tract 129.01, Bronx County, New York",1279,35.8,61,26267,148,373,6,896
"358","360050129012","Block Group 2, Census Tract 129.01, Bronx County, New York",2868,31.7,242,23257,378,1216,33,1749
"359","360050130001","Block Group 1, Census Tract 130, Bronx County, New York",1498,40.6,332,96938,997,152,0,700
"360","360050369012","Block Group 2, Census Tract 369.01, Bronx County, New York",819,33.2,50,17500,119,219,0,674
"361","360050369011","Block Group 1, Census Tract 369.01, Bronx County, New York",1470,28.6,76,20987,166,645,0,1090
"362","360050056002","Block Group 2, Census Tract 56, Bronx County, New York",651,26.3,41,25385,136,174,0,490
"363","360050027022","Block Group 2, Census Tract 27.02, Bronx County, New York",1008,26.4,21,43333,56,501,0,512
"364","360050027023","Block Group 3, Census Tract 27.02, Bronx County, New York",1687,23.9,70,14091,201,1030,0,748
"365","360050027021","Block Group 1, Census Tract 27.02, Bronx County, New York",852,36.2,35,14459,111,226,0,622
"366","360050246002","Block Group 2, Census Tract 246, Bronx County, New York",1199,39.5,208,95300,518,102,199,426
"367","360050033003","Block Group 3, Census Tract 33, Bronx County, New York",1534,31.5,36,11208,212,584,0,898
"368","360050173002","Block Group 2, Census Tract 173, Bronx County, New York",631,34.8,36,NA,40,112,0,483
"369","360050173001","Block Group 1, Census Tract 173, Bronx County, New York",1122,30.1,99,54145,0,710,0,864
"370","360050246001","Block Group 1, Census Tract 246, Bronx County, New York",883,37.8,168,46458,483,39,93,386
"371","360050250002","Block Group 2, Census Tract 250, Bronx County, New York",1210,34.2,277,84104,625,43,188,479
"372","360050252002","Block Group 2, Census Tract 252, Bronx County, New York",1422,39,279,71023,622,141,178,623
"373","360050252001","Block Group 1, Census Tract 252, Bronx County, New York",1289,34.9,341,79554,707,37,193,408
"374","360050277001","Block Group 1, Census Tract 277, Bronx County, New York",1668,30.6,241,44191,568,174,80,1099
"375","360050277002","Block Group 2, Census Tract 277, Bronx County, New York",739,37.1,59,55357,168,138,69,409
"376","360050451022","Block Group 2, Census Tract 451.02, Bronx County, New York",1020,45.6,351,62125,771,72,28,184
"377","360050345002","Block Group 2, Census Tract 345, Bronx County, New York",1332,45.3,548,NA,829,133,71,489
"378","360050345001","Block Group 1, Census Tract 345, Bronx County, New York",1387,42.3,460,75962,582,178,69,609
"379","360050070002","Block Group 2, Census Tract 70, Bronx County, New York",1176,33.9,121,34167,449,333,68,775
"380","360050073003","Block Group 3, Census Tract 73, Bronx County, New York",1379,29.8,29,17321,107,521,0,781
"381","360050073002","Block Group 2, Census Tract 73, Bronx County, New York",1606,24.2,83,24967,423,225,0,1352
"382","360050073001","Block Group 1, Census Tract 73, Bronx County, New York",1329,32.6,42,15123,216,396,0,854
"383","360050074001","Block Group 1, Census Tract 74, Bronx County, New York",864,31.7,115,38938,356,350,0,578
"384","360050075003","Block Group 3, Census Tract 75, Bronx County, New York",963,44.7,47,21071,42,585,0,624
"385","360050075004","Block Group 4, Census Tract 75, Bronx County, New York",449,25.8,15,NA,66,110,0,323
"386","360050075002","Block Group 2, Census Tract 75, Bronx County, New York",3178,29.3,328,27407,421,1440,0,2166
"387","360050089001","Block Group 1, Census Tract 89, Bronx County, New York",1589,26.8,73,13794,82,414,4,1226
"388","360050075001","Block Group 1, Census Tract 75, Bronx County, New York",1522,29.2,47,43348,201,630,40,779
"389","360050077001","Block Group 1, Census Tract 77, Bronx County, New York",2022,30.5,184,39934,314,743,14,1504
"390","360050089002","Block Group 2, Census Tract 89, Bronx County, New York",1611,30.7,220,36944,224,428,0,1268
"391","360050424002","Block Group 2, Census Tract 424, Bronx County, New York",1388,38.1,284,67000,168,987,33,361
"392","360050424001","Block Group 1, Census Tract 424, Bronx County, New York",1174,50.2,228,88750,106,932,39,128
"393","360050428001","Block Group 1, Census Tract 428, Bronx County, New York",815,46.7,156,69009,57,683,24,84
"394","360050428002","Block Group 2, Census Tract 428, Bronx County, New York",1299,46,327,83668,161,1068,0,182
"395","360050411001","Block Group 1, Census Tract 411, Bronx County, New York",1460,36.4,170,65469,91,77,65,1243
"396","360050411002","Block Group 2, Census Tract 411, Bronx County, New York",1015,34.2,112,46296,408,165,32,692
"397","360050413002","Block Group 2, Census Tract 413, Bronx County, New York",778,29.6,125,66893,106,43,113,665
